anime_title,anime_original_title,anime_type,anime_release_year,anime_episode_count,anime_status,anime_studio,anime_synopsis,anime_poster_image_url,anime_banner_image_url,anime_rating_avg,anime_rating_count,anime_favorite_count,manga_title,manga_original_title,manga_author,manga_illustrator,manga_publisher,manga_status,manga_description,manga_cover_image_url,manga_banner_image_url,manga_rating_avg,manga_rating_count,manga_favorite_count,genres,studio_tag,anime_season_label,anime_episode_from,anime_episode_to,manga_volume_from,manga_volume_to,manga_chapter_from,manga_chapter_to,continue_volume,continue_chapter,mapping_text,mapping_description,source_note
Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,TVA,2009,64,COMPLETED,bones,"""In order for something to be obtained, something of equal value must be lost.""



Alchemy is bound by this Law of Equivalent Exchange—something the young brothers Edward and Alphonse Elric only realize after attempting human transmutation: the one forbidden act of alchemy. They pay a terrible price for their transgression—Edward loses his left leg, Alphonse his physical body. It is only by the desperate sacrifice of Edward's right arm that he is able to affix Alphonse's soul to a suit of armor. Devastated and alone, it is the hope that they would both eventually return to their original bodies that gives Edward the inspiration to obtain metal limbs called ""automail"" and become a state alchemist, the Fullmetal Alchemist.



Three years of searching later, the brothers seek the Philosopher's Stone, a mythical relic that allows an alchemist to overcome the Law of Equivalent Exchange. Even with military allies Colonel Roy Mustang, Lieutenant Riza Hawkeye, and Lieutenant Colonel Maes Hughes on their side, the brothers find themselves caught up in a nationwide conspiracy that leads them not only to the true nature of the elusive Philosopher's Stone, but their country's murky history as well. In between finding a serial killer and racing against time, Edward and Alphonse must ask themselves if what they are doing will make them human again... or take away their humanity.



(Source: MAL Rewrite)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5114-nSWCgQlmOMtj.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/5114-q0V5URebphSG.jpg,4.5,,,Brotherhood,ブラザーフッド,MURAKAMI Yoshiyuki,MURAKAMI Yoshiyuki,Cygames,ONGOING,,https://cdn.mangaupdates.com/image/i314884.png,,,,,Action;School Life;Shounen;Adventure;Drama;Fantasy,bones,,1,64,,,,,,,,,
Naruto,NARUTO -ナルト-,TVA,2002,220,COMPLETED,Studio Pierrot,"Naruto Uzumaki, a hyperactive and knuckle-headed ninja, lives in Konohagakure, the Hidden Leaf village. Moments prior to his birth, a huge demon known as the Kyuubi, the Nine-tailed Fox, attacked Konohagakure and wreaked havoc. In order to put an end to the Kyuubi's rampage, the leader of the village, the 4th Hokage, sacrificed his life and sealed the monstrous beast inside the newborn Naruto. 


Shunned because of the presence of the Kyuubi inside him, Naruto struggles to find his place in the village. He strives to become the Hokage of Konohagakure, and he meets many friends and foes along the way. 


(Source: MAL Rewrite)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20-dE6UHbFFg1A5.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/20-HHxhPj5JD13a.jpg,4.0,,,Naruto,Hóⁿ-éng Jím-chiá,Kishimoto Masashi,KISHIMOTO Masashi,Shueisha,COMPLETED,"From Viz:  
Twelve years ago the Village Hidden in the Leaves was attacked by a fearsome threat. A nine-tailed fox spirit claimed the life of the village leader, the Hokage, and many others. Today, the village is at peace and a troublemaking kid named Naruto is struggling to graduate from Ninja Academy. His goal may be to become the next Hokage, but his true destiny will be much more complicated. The adventure begins now.

Note: Nominated for the 19th Tezuka Osamu Cultural Prize and won the ""Rookie of the Year"" award in the media fine arts category by the Agency for Cultural Affairs in 2015.

**Original Manga:** [Shonen Jump +](https://shonenjumpplus.com/episode/10833519556325021854), [Shueisha](https://www.shueisha.co.jp/books/search/search.html?seriesid=35181)

**Official Translations:**  
English : [Read for FREE on Manga Plus](https://mangaplus.shueisha.co.jp/titles/100018), [Viz](https://www.viz.com/shonenjump/chapters/naruto)  
French: [Mangas.IO](https://www.mangas.io/lire/naruto), [ONO](https://www.ono.live/manga/naruto)    
Korean: [Kakao Page](https://page.kakao.com/content/46335136), [Naver Series](https://series.naver.com/comic/detail.series?productNo=4834422), [Ridibooks](https://ridibooks.com/books/1019000001?_s=search&_q=%EB%82%98%EB%A3%A8%ED%86%A0&_rdt_sid=SearchBookListWithTab)",https://cdn.mangaupdates.com/image/i140134.png,,3.8,,,Action;Adventure;Comedy;Drama;Fantasy;Shounen;Supernatural,Studio Pierrot,,1,220,1,27,1,238,27,239,애니 시청 후 원작 27권 239화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (Naruto) / Vol 28, Chap 245 (Shippuden) Chap 239-244 adapted in EP 119-120 / 종료: Vol 27, Chap 238 (Naruto) / Vol 72, Chap 699 (Shippuden) Chap 700 adapted in Boruto EP 24"
,,,,,,,,,,,,,Shingeki no Kyojin dj - Addendum,Attack on Titan dj - Addendum,ikichi8 (tkjn),ikichi8 (tkjn),,COMPLETED,Pairing: Erwin x Levi,https://cdn.mangaupdates.com/image/i371288.jpg,,,,,Doujinshi;Shounen Ai,,,,,,,,,,,,,
,,,,,,,,,,,,,Boku no Hero Academia dj - 2 TOP Keiji,My Hero Academia dj - 2 TOP Keiji,Orange (Dai-chan),Orange (Dai-chan),,COMPLETED,Pairing: Todoroki x Bakugou,https://cdn.mangaupdates.com/image/i471292.jpg,,3.1,,,Doujinshi;Shounen Ai,,,,,,,,,,,,,
,,,,,,,,,,,,,Shingeki no Kyojin dj - Addendum,Attack on Titan dj - Addendum,ikichi8 (tkjn),ikichi8 (tkjn),,COMPLETED,Pairing: Erwin x Levi,https://cdn.mangaupdates.com/image/i371288.jpg,,,,,Doujinshi;Shounen Ai,,,,,,,,,,,,,
The Promised Neverland,約束のネバーランド,TVA,2019,12,COMPLETED,CloverWorks,"Emma, Norman and Ray are the brightest kids at the Grace Field House orphanage. And under the care of the woman they refer to as “Mom,” all the kids have enjoyed a comfortable life. Good food, clean clothes and the perfect environment to learn—what more could an orphan ask for? One day, though, Emma and Norman uncover the dark truth of the outside world they are forbidden from seeing.



(Source: VIZ Media)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx101759-8UR7r9MNVpz2.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/101759-MhlCoeqnODso.jpg,4.2,,,Yakusoku no Neverland,Miền đất hứa,SHIRAI Kaiu,DEMIZU Posuka,Shueisha,COMPLETED,"From Viz:  
Emma, Norman and Ray are the brightest kids at the Grace Field House orphanage. And under the care of the woman they refer to as “Mom,” all the kids have enjoyed a comfortable life. Good food, clean clothes and the perfect environment to learn - what more could an orphan ask for? One day, though, Emma and Norman uncover the dark truth of the outside world they are forbidden from seeing.

Note: The most notable award wins and nominations follow.   
Won the 1st Annual Tsutaya Comic Award for Next Break Division in 2017, the 63rd Shogakukan Manga Award for Best Shōnen Manga in 2018 and 20th Sense of Gender Awards Grand Prize in 2020. Nominated for 10th Manga Taishō in 2017 and 2018, the 23rd Tezuka Osamu Cultural Prize in 2019 and the 25rd Tezuka Osamu Cultural Prize in 2021 and the 52nd Seiun Awards in 2021.

**Official Japanese:**  
[Piccoma](https://piccoma.com/web/product/4419?etype=episode), [Shonen Jump Plus](https://shonenjumpplus.com/episode/13932016480029012521), [Shueisha](https://www.shueisha.co.jp/books/items/contents.html?jdcn=08880872880872315501), [Zebrack Comic](https://zebrack-comic.shueisha.co.jp/title/11), [Yangjiang+](https://ynjn.jp/comicList/1967)  

**Official Translations:**   
Enlgish ([English](https://www.viz.com/manga-books/the-promised-neverland/series/471/section/60876/more), [Manga Plus](https://mangaplus.shueisha.co.jp/titles/100026)), 
[French](https://www.mangas.io/lire/the-promised-neverland), Korean ([Manyeo Comics](https://www.mcomics.co.kr/cartoon/9869?from=cartoon), [MrBlue](https://www.mrblue.com/comic/dcwcm_0443), [RIDI](https://ridibooks.com/books/1019013276)), [Spanish](https://mangaplus.shueisha.co.jp/titles/200017)",https://cdn.mangaupdates.com/image/i518153.jpg,,4.0,,,Action;Adventure;Drama;Horror;Mystery;Psychological;Sci-fi;Shounen;Supernatural;Fantasy;Thriller,CloverWorks,,1,12,1,5,1,37,5,38,애니 시청 후 원작 5권 38화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 5, Chap 38 (S2) / 종료: Vol 5, Chap 37 (S1) / Vol 20, Chap 181 (S2) S2 skipped arcs and changed the story"
Assassination Classroom,暗殺教室,TVA,2015,22,COMPLETED,Lerche,"The students of class 3-E have a mission: kill their teacher before graduation. He has already destroyed the moon, and has promised to destroy the Earth if he can not be killed within a year. But how can this class of misfits kill a tentacled monster, capable of reaching Mach 20 speed, who may be the best teacher any of them have ever had?",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20755-dWrhs569YGUO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/20755-D4ipww9U8YkC.jpg,4.0,,,Ansatsu Kyoushitsu,Ansatsu Kyoshitsu,MATSUI Yuusei,MATSUI Yuusei,Shueisha,COMPLETED,"Meet the would-be assassins of class 3-E: Sugino, who let his grades slip and got kicked off the baseball team. Karma, who’s doing well in his classes but keeps getting suspended for fighting. And Okuda, who lacks both academic and social skills, yet excels at one subject: chemistry. Who has the best chance of winning that reward? Will the deed be accomplished through pity, brute force or poison…? And what chance does their teacher have of repairing his students’ tattered self-esteem?

*Source: VIZ Media*

Volume 21 contains the ""Tokyo Depato Sensou Taikenki (Tokyo Department War Memoir)"" one-shot.

[Read for FREE on Manga Plus](https://mangaplus.shueisha.co.jp/titles/100001)",https://cdn.mangaupdates.com/image/i312892.png,,4.1,,,Action;Comedy;Drama;School Life;Sci-fi;Shounen;Supernatural,Lerche,,1,22,1,9,1,73,9,74,애니 시청 후 원작 9권 74화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1)  / Vol 9, Chap 74 (S2) / 종료: Vol 9, Chap 73 (S1) / Vol 21, Chap 184 (S2+OVA)"
Mob Psycho 100,モブサイコ100,TVA,2016,12,COMPLETED,bones,"The story revolves around ""Mob,"" a boy who will explode if his emotional capacity reaches 100%. This boy with psychic powers earned his nickname ""Mob"" because he does not stand out among other people. He keeps his psychic powers bottled up so he can live normally, but if his emotional level reaches 100, something will overwhelm his entire body.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21507-6YUSbh2m0N1p.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/21507-Qx8bGsLXUgLo.jpg,4.2,,,Mob Psycho 100,Mob Psycho One Hundred,ONE,ONE,Shogakukan,COMPLETED,"Do you or someone you know need an exorcist who works cheap? Reigen’s your guy! What’s his secret to busting ghosts while keeping prices low? Well, first, he’s a fraud, and second, he pays the guy who’s got the real psychic power—his student assistant Shigeo—less than minimum wage. Shigeo is an awkward but kind boy whose urge to help others and get along with them is bound up with the mental safety locks he’s placed on his own emotions. Reigen knows he needs to exploit Shigeo to stay in business, yet for better or worse he’s also his mentor and counselor. And he also knows whenever the normally repressed kid’s emotions reach level 100, it may unleash more psychic energy than either of them can handle!

*Source: Dark Horse Comics, Vol. 1*

Note: Won the 62nd Shogakukan Manga Award for Shounen.

-------------------------------
**Official:**  
[Shogakukan](https://www.shogakukan.co.jp/books/volume/29840), [Shogakukan eComic](https://csbs.shogakukan.co.jp/book?comic_id=7668), [Shogakukan Comic](https://shogakukan-comic.jp/book-series?cd=29840), [Ura Sunday](https://urasunday.com/title/2/38504)  
[Comico](https://www.comico.jp/magazine_comic/127709), [Piccoma](https://piccoma.com/web/product/5118?etype=episode)

**Official English Translation:** [Shogakukan Asia](https://www.shogakukanasia.com/manga-catalogue/mob-psycho-100)  
**Others:** [French](https://www.lisez.com/livres/mob-psycho-100-tome-16/9782368529195), [German](https://www.carlsen.de/taschenbuch/mob-psycho-100-15/978-3-551-74058-8), [Italian](https://www.starcomics.com/titoli-fumetti/mob-psycho-100),  
Korean ([Kakao Page](https://page.kakao.com/content/50964313), [Manyeo Comics](https://www.mcomics.co.kr/cartoon/10008?from=cartoon), [MrBlue](https://www.mrblue.com/comic/dcwcm_0291), [Naver Series](https://series.naver.com/comic/detail.series?productNo=3239706), [RIDI](https://ridibooks.com/books/1019019150)),  
Spanish ([Editorial Ivrea España](https://www.editorialivrea.com/ESP/titulo/mob-psycho-100/), [Editorial Ivrea Argentina](https://www.ivrea.com.ar/titulo/mob-psycho-100-franquicia/))",https://cdn.mangaupdates.com/image/i529138.jpg,,4.2,,,Action;Comedy;Drama;Psychological;School Life;Sci-fi;Shounen;Slice of Life;Supernatural,bones,,1,12,1,6,1,50,6,51,애니 시청 후 원작 6권 51화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 6, Chap 51 (S2) / Vol 13, Chap 92 (S3) / 종료: Vol 6, Chap 50 (S1) / Vol 13, Chap 91 (S2) / Vol 16 , Chap 101 (S3)"
Chainsaw Man,チェンソーマン,TVA,2022,12,COMPLETED,MAPPA,"Denji is a teenage boy living with a Chainsaw Devil named Pochita. Due to the debt his father left behind, he has been living a rock-bottom life while repaying his debt by harvesting devil corpses with Pochita.


One day, Denji is betrayed and killed. As his consciousness fades, he makes a contract with Pochita and gets revived as ""Chainsaw Man"" — a man with a devil's heart.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx127230-DdP4vAdssLoz.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/127230-o8IRwCGVr9KW.jpg,4.2,,,Chainsaw Man,Chain saw man,FUJIMOTO Tatsuki,FUJIMOTO Tatsuki,Shueisha,COMPLETED,"From Viz:

Denji’s a poor young man who’ll do anything for money, even hunting down devils with his pet devil Pochita. He’s a simple man with simple dreams, drowning under a mountain of debt. But his sad life gets turned upside down one day when he’s betrayed by someone he trusts. Now with the power of a devil inside him, Denji’s become a whole new man, Chainsaw Man!

Note: Won 2nd place in the 5th Next Manga Award in 2019, the Harvey Award for Best Manga in 2021, 2022 and 2023, the 66th Shogakukan Manga Award for Best Shōnen Manga in 2021 and the 27th Manga Barcelona for Best Shōnen Manga in 2021. Won 3 Japan Expo Awards in 2022 and the Best Manga award at the Japan Expo Awards in 2023.   
Nominated for the 3rd annual Tsutaya Comic Award in 2019, the 13th Manga Taishō in 2020, the Eisner Award for Best U.S. Edition of International Material - Asia in 2022 and for the Best Series Award at the 51st Angoulême International Comics Festival in 2024.

**Official Japanese:**  
[Comico](https://www.comico.jp/magazine_comic/45160), [Shounen Jump+](https://shonenjumpplus.com/episode/10834108156650024834), [Shueisha](https://www.shueisha.co.jp/books/search/search.html?seriesid=57448), [Zebrack Comic](https://zebrack-comic.shueisha.co.jp/title/3659/volume_list)

**Official Translations:**  
 Read for FREE on Manga Plus ([English](https://mangaplus.shueisha.co.jp/titles/100037), [French](https://mangaplus.shueisha.co.jp/titles/700011), [German](https://mangaplus.shueisha.co.jp/titles/800002), [Portugese](https://mangaplus.shueisha.co.jp/titles/500001), [Spanish](https://mangaplus.shueisha.co.jp/titles/200098), [Thai](https://mangaplus.shueisha.co.jp/titles/300002))
       
[English](https://www.viz.com/manga-books/chainsaw-man/series/580/section/60762/more), [Korean](https://series.naver.com/comic/detail.series?productNo=5373690)",https://cdn.mangaupdates.com/image/i527482.jpg,,4.1,,,Action;Comedy;Drama;Horror;Mature;Mystery;Psychological;Shounen;Supernatural;Tragedy,MAPPA,,1,12,1,5,1,38,5,39,애니 시청 후 원작 5권 39화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 5, Chap 39 (Reze Movie) / 종료: Vol 5, Chap 38 (S1) Skips most of Chap 2 / Vol 6, Chap 52 (Reze Movie)"
Your lie in April,四月は君の嘘,TVA,2014,22,COMPLETED,A-1 Pictures,"Piano prodigy Arima Kousei dominated the competition and all child musicians knew his name. But after his mother, who was also his instructor, passed away, he had a mental breakdown while performing at a recital. This resulted in him no longer being able to hear the sound of his piano playing. Two years later, Kousei hasn’t touched the piano and views the world without any flair or color. He was content at living out his life with his good friends Tsubaki and Watari until, one day, a girl changed everything. Miyazono Kaori is a pretty, free spirited violinist whose playing style reflects her personality. Kaori helps Kousei return to the music world and show that it should be free and mold breaking unlike the structured and rigid style Kousei was used to.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20665-TLgkL8T8IRFd.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/20665-j4kSsfhfkM24.jpg,4.2,,,Shigatsu wa Kimi no Uso,Lời Nói Dối Tháng Tư,ARAKAWA Naoshi,ARAKAWA Naoshi,Kodansha,COMPLETED,"Piano prodigy Arima Kosei dominated the competition and all child musicians knew his name. But after his mother, who was also his instructor, passed away, he had a mental breakdown while performing at a recital that resulted in him no longer being able to hear the sound of his piano even though his hearing was perfectly fine. Even two years later, Kosei hasn’t touched the piano and views the world in monotone, and without any flair or color. He was content at living out his life with his good friends Tsubaki and Watari until, one day, a girl changed everything. Miyazono Kaori is a pretty, free spirited violinist whose playing style reflects her personality. Kaori helps Kosei return to the music world and show that it should be free and mold breaking unlike the structured and rigid style Kosei was used to.

**Original:** [Comic Days](https://comic-days.com/episode/10834108156634735160), [KC Deluxe](https://www.kodansha.co.jp/comic/products/0000404673), [Pocket Shonen Magazine](https://pocket.shonenmagazine.com/title/00403/episode/184318) | [Comico](https://www.comico.jp/magazine_comic/134773), [Mechacomic](https://mechacomic.jp/books/92495), [Piccoma](https://piccoma.com/web/product/23637?etype=episode)

**Official English Translation:** [INKR](https://comics.inkr.com/title/327-your-lie-in-april), [Kodansha](https://kodansha.us/series/your-lie-in-april), [Manga Planet](https://read.mangaplanet.com/comic/6177ac8c3a250), [Mangaplaza](https://mangaplaza.com/title/0303001591/), [Omoi](https://www.omoi.com/series/your-lie-in-april)

**Official Korean Translation:** [Naver Series](https://series.naver.com/comic/detail.series?productNo=2177044), [RIDI](https://ridibooks.com/books/505028134)

#### Note: Won the Kodansha Manga Award for Shounen in 2013.",https://cdn.mangaupdates.com/image/i295300.jpg,,4.2,,,Comedy;Drama;Psychological;Romance;School Life;Shounen;Slice of Life;Tragedy;Music,A-1 Pictures,,1,22,1,11,1,44,11,45,애니 시청 후 원작 11권 45화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 11, Chap 44"
,,,,,,,,,,,,,Shingeki no Kyojin dj - Addendum,Attack on Titan dj - Addendum,ikichi8 (tkjn),ikichi8 (tkjn),,COMPLETED,Pairing: Erwin x Levi,https://cdn.mangaupdates.com/image/i371288.jpg,,,,,Doujinshi;Shounen Ai,,,,,,,,,,,,,
,,,,,,,,,,,,,Kirino Shippuuden: Igano Kabamaru Spin-off,Igano Kabamaru Supinofu,AZUKI Yuu,AZUKI Yuu,Shodensha,ONGOING,,https://cdn.mangaupdates.com/image/i415283.jpg,,,,,Comedy;Josei;School Life,,,,,,,,,,,,,
ERASED,僕だけがいない街,TVA,2016,12,COMPLETED,A-1 Pictures,"Satoru Fujinuma is a 29 year old manga artist struggling to make a name for himself following his debut. But, that was not the only thing in his life that Satoru was feeling frustrated about… He has a unique supernatural ability of being forced to prevent deaths and catastrophes by being sent back in time before the incident occurred, repeating time until the accident is prevented. One day, he gets involved in an accident that has him framed as a murderer. Desperate to save the victim, he sends himself back in time only to find himself as a grade-schooler one month before fellow classmate Kayo Hinazuki went missing. Satoru now embarks on a new quest: to save Kayo and solve the mystery behind her disappearance.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21234-XmqW39aQ9o7O.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/21234-7lfSSPoMmwr2.jpg,4.0,,,Boku Dake ga Inai Machi,Boku dake ga Inai Machi Gaiden,SANBE Kei,SANBE Kei,Kadokawa shoten,COMPLETED,"A strange phenomenon where one is transferred back to the moment right before something life-threatening occurs. This continues to happen until the cause of the threat is erased. It is as if somebody is forcing Satoru to stop it from happening. Then one day, everything is changed. What truths are revealed when Satoru comes face to face with his own past? How will they affect his future?

Boku dake ga Inai Machi: Re (Gaiden volume) is considered volume 9 of the series

Note: Was nominated for the 18th Tezuka Osamu Cultural Prize Reader Award in 2014 and for the 7th, 8th and 9th Manga Taisho Award between 2014 and 2016. Also nominated for the 40th Kodansha Manga Awards in 2016.",https://cdn.mangaupdates.com/image/i525627.jpg,,4.2,,,Drama;Mystery;Psychological;Romance;School Life;Seinen;Supernatural;Thriller,A-1 Pictures,,1,12,1,6,1,35,6,36,애니 시청 후 원작 6권 36화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 Skips/Abridges Chap 28, 29, 32, 34 and 35 / 종료: Vol 6, Chap 35 - Adapts the full story but condenses and alters the events of Vol 6 to 8 and skips Vol 9"
Wo De San Ti 4th Season,我的三体 第四季,TVA,2024,9,COMPLETED,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx182555-JrmyOE4sfgQd.jpg,,,,,My Season,僕の季節,Park Sumin,Park Sumin,Naver,ONGOING,"**Original Webtoon:**  
[Naver Webtoon](https://comic.naver.com/webtoon/list?titleId=774039), [Naver Series](https://series.naver.com/comic/detail.series?productNo=6266891)

**Official Translations:**  
[Japanese](https://manga.line.me/product/periodic?id=Z0002927)",https://cdn.mangaupdates.com/image/i445285.jpg,,,,,Drama;Josei;Romance;Sci-Fi,,,1,9,,,,,,,,,
HAIKYU!!,ハイキュー!!,TVA,2014,25,COMPLETED,Production I.G,"Inspired after watching a volleyball ace nicknamed ""Little Giant"" in action, small-statured Shouyou Hinata revives the volleyball club at his middle school. The newly-formed team even makes it to a tournament; however, their first match turns out to be their last when they are brutally squashed by the ""King of the Court,"" Tobio Kageyama. Hinata vows to surpass Kageyama, and so after graduating from middle school, he joins Karasuno High School's volleyball team—only to find that his sworn rival, Kageyama, is now his teammate.



Thanks to his short height, Hinata struggles to find his role on the team, even with his superior jumping power. Surprisingly, Kageyama has his own problems that only Hinata can help with, and learning to work together appears to be the only way for the team to be successful. Based on Haruichi Furudate's popular shounen manga of the same name, Haikyuu!! is an exhilarating and emotional sports comedy following two determined athletes as they attempt to patch a heated rivalry in order to make their high school volleyball team the best in Japan.



[Written by MAL Rewrite]",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20464-ooZUyBe4ptp9.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/20464-PpYjO9cPN1gs.jpg,4.2,,,Haikyu!!,Haikjú!!,FURUDATE Haruichi,FURUDATE Haruichi,Shueisha,COMPLETED,"From Viz:  
After losing his first and last volleyball match against Tobio Kageyama, “the King of the Court,” Shoyo Hinata swears to become his rival after graduating middle school. But what happens when the guy he wants to defeat ends up being his teammate?

Official Japanese:  
[B&W](https://www.shueisha.co.jp/books/search/search.html?seriesid=48313), [Colorized](https://www.shueisha.co.jp/books/search/search.html?seriesid=90075) 

[Read for FREE on Manga Plus](https://mangaplus.shueisha.co.jp/titles/100014)

Note: Won the 61st Shogakukan Manga Award for Shounen.",https://cdn.mangaupdates.com/image/i327729.png,,4.4,,,Comedy;Drama;School Life;Shounen;Slice of Life;Sports,Production I.G,,1,25,1,8,1,71,8,72,애니 시청 후 원작 8권 72화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 8, Chap 72 (S2) / Vol 17, Chap 150 (S3) / Vol 23, Chap 207 (S4P1) / Vol 33, Chap 293 (Dumpster Battle)  / 종료: Vol 8, Chap 71 (S1) / Vol 17, Chap 149 (S2) / Vol 23, Chap 206 (S3+OVA) / Vol 33, Chap 292 (S4P2) / Vol 37, Chap 325 (Dumpster Battle) Abridged  "
